window,seq_auc,relaxed_auc,diff
6477,0.8706,0.8668,-0.0038
6478,0.8556,0.8568,0.0012
6479,0.8820,0.8826,0.0006
6480,0.8566,0.8668,0.0102
6481,0.8434,0.8470,0.0036
6482,0.9054,0.8988,-0.0066
6483,0.8600,0.8562,-0.0038
6484,0.8354,0.8606,0.0252
6485,0.8870,0.8906,0.0036
6486,0.9118,0.8892,-0.0226
6487,0.8766,0.8454,-0.0312
6488,0.8684,0.8750,0.0066
6489,0.8494,0.8602,0.0108
6490,0.8426,0.8476,0.0050
6491,0.8968,0.9070,0.0102
6492,0.8950,0.8958,0.0008
6493,0.8610,0.8580,-0.0030
6494,0.9004,0.9138,0.0134
6495,0.9376,0.9672,0.0296
6496,0.9012,0.8916,-0.0096
6497,0.8852,0.8716,-0.0136
6498,0.8954,0.8924,-0.0030
6499,0.9262,0.9168,-0.0094
6500,0.8276,0.8248,-0.0028
6501,0.8948,0.8962,0.0014
6502,0.9092,0.9170,0.0078
6503,0.9166,0.9246,0.0080
6504,0.9100,0.8934,-0.0166
6505,0.8506,0.8558,0.0052
6506,0.8886,0.8714,-0.0172
6507,0.8546,0.8670,0.0124
6508,0.8906,0.8926,0.0020
6509,0.8690,0.8900,0.0210
6510,0.8750,0.9024,0.0274
6511,0.8162,0.8174,0.0012
6512,0.8380,0.8746,0.0366
6513,0.8524,0.8756,0.0232
6514,0.7812,0.7750,-0.0062
6515,0.9062,0.9046,-0.0016
6516,0.8834,0.8812,-0.0022
6517,0.9194,0.9316,0.0122
6518,0.8404,0.8566,0.0162
6519,0.8518,0.8392,-0.0126
6520,0.9312,0.9144,-0.0168
6521,0.9018,0.8986,-0.0032
6522,0.9446,0.9448,0.0002
6523,0.8784,0.9086,0.0302
6524,0.8646,0.8746,0.0100
6525,0.9438,0.9220,-0.0218
6526,0.9346,0.9496,0.0150
6527,0.9418,0.9400,-0.0018
6528,0.9266,0.9384,0.0118
6529,0.8492,0.8526,0.0034
6530,0.8568,0.8614,0.0046
6531,0.9054,0.9198,0.0144
6532,0.9300,0.9318,0.0018
6533,0.8956,0.9212,0.0256
6534,0.8872,0.8946,0.0074
6535,0.9370,0.9116,-0.0254
6536,0.9144,0.9066,-0.0078
6537,0.8882,0.8892,0.0010
6538,0.8348,0.8964,0.0616
6539,0.9048,0.9026,-0.0022
6540,0.9122,0.9246,0.0124
6541,0.9580,0.9458,-0.0122
6542,0.9108,0.9394,0.0286
6543,0.9486,0.9364,-0.0122
6544,0.9210,0.9190,-0.0020
6545,0.9054,0.8844,-0.0210
6546,0.9286,0.9554,0.0268
6547,0.8908,0.8702,-0.0206
6548,0.8500,0.8832,0.0332
6549,0.8434,0.8256,-0.0178
6550,0.8780,0.8782,0.0002
6551,0.9158,0.9154,-0.0004
6552,0.8922,0.9078,0.0156
6553,0.8766,0.8738,-0.0028
6554,0.8716,0.8674,-0.0042
6555,0.8802,0.9236,0.0434
6556,0.9542,0.9430,-0.0112
6557,0.8378,0.8052,-0.0326
6558,0.9164,0.9400,0.0236
6559,0.8428,0.8504,0.0076
6560,0.9352,0.9396,0.0044
6561,0.9016,0.9218,0.0202
6562,0.8926,0.8952,0.0026
6563,0.8716,0.8794,0.0078
6564,0.8890,0.8948,0.0058
6565,0.9272,0.9144,-0.0128
6566,0.9186,0.9160,-0.0026
6567,0.9252,0.9268,0.0016
6568,0.9014,0.9218,0.0204
6569,0.9478,0.9440,-0.0038
6570,0.9264,0.9244,-0.0020
6571,0.9420,0.9370,-0.0050
6572,0.9114,0.8976,-0.0138
6573,0.9218,0.9250,0.0032
6574,0.8770,0.8804,0.0034
6575,0.8512,0.8594,0.0082
6576,0.8520,0.8580,0.0060
6577,0.8972,0.8978,0.0006
6578,0.8898,0.8800,-0.0098
6579,0.9368,0.9314,-0.0054
6580,0.8424,0.8414,-0.0010
6581,0.9134,0.9356,0.0222
6582,0.8710,0.8520,-0.0190
6583,0.8558,0.8728,0.0170
6584,0.8484,0.8480,-0.0004
6585,0.8294,0.8092,-0.0202
6586,0.8442,0.8652,0.0210
6587,0.8966,0.8680,-0.0286
6588,0.9112,0.8936,-0.0176
6589,0.9030,0.9128,0.0098
6590,0.9222,0.8996,-0.0226
6591,0.8770,0.8532,-0.0238
6592,0.8100,0.8058,-0.0042
6593,0.8974,0.9050,0.0076
6594,0.9404,0.9092,-0.0312
6595,0.8758,0.8688,-0.0070
6596,0.8358,0.8634,0.0276
6597,0.8996,0.8862,-0.0134
6598,0.8188,0.7912,-0.0276
6599,0.8560,0.8622,0.0062
6600,0.9176,0.9200,0.0024
6601,0.9082,0.9050,-0.0032
6602,0.8412,0.8494,0.0082
6603,0.9558,0.9590,0.0032
6604,0.9080,0.8946,-0.0134
6605,0.8640,0.8628,-0.0012
6606,0.8820,0.8982,0.0162
6607,0.8236,0.8140,-0.0096
6608,0.8384,0.8312,-0.0072
6609,0.8636,0.8596,-0.0040
6610,0.8966,0.8938,-0.0028
6611,0.8510,0.8518,0.0008
6612,0.8730,0.8706,-0.0024
6613,0.9202,0.9130,-0.0072
6614,0.8898,0.9180,0.0282
6615,0.9088,0.9046,-0.0042
6616,0.8378,0.8504,0.0126
6617,0.8602,0.8534,-0.0068
6618,0.8676,0.8906,0.0230
6619,0.8662,0.8568,-0.0094
6620,0.9122,0.9198,0.0076
6621,0.9692,0.9578,-0.0114
6622,0.9184,0.9188,0.0004
6623,0.8648,0.9020,0.0372
6624,0.8708,0.8592,-0.0116
6625,0.8532,0.8676,0.0144
6626,0.8868,0.8760,-0.0108
6627,0.8910,0.8922,0.0012
6628,0.8928,0.8950,0.0022
6629,0.9414,0.9276,-0.0138
6630,0.9148,0.9038,-0.0110
6631,0.8728,0.8764,0.0036
6632,0.8550,0.8524,-0.0026
6633,0.8638,0.8626,-0.0012
6634,0.8852,0.8866,0.0014
6635,0.9044,0.9326,0.0282
6636,0.8584,0.8572,-0.0012
6637,0.9242,0.9218,-0.0024
6638,0.8306,0.8338,0.0032
6639,0.9066,0.8890,-0.0176
6640,0.9476,0.9306,-0.0170
6641,0.9172,0.9314,0.0142
6642,0.8992,0.8920,-0.0072
6643,0.8516,0.8578,0.0062
6644,0.9326,0.9564,0.0238
6645,0.9108,0.9188,0.0080
6646,0.8652,0.8672,0.0020
6647,0.8544,0.8694,0.0150
6648,0.8966,0.9186,0.0220
6649,0.9112,0.8756,-0.0356
6650,0.8926,0.8846,-0.0080
6651,0.8342,0.8472,0.0130
6652,0.8850,0.9008,0.0158
6653,0.9062,0.9010,-0.0052
6654,0.8532,0.8482,-0.0050
6655,0.9172,0.9158,-0.0014
6656,0.9224,0.8962,-0.0262
6657,0.8918,0.8818,-0.0100
6658,0.9422,0.9444,0.0022
6659,0.8924,0.8902,-0.0022
6660,0.8758,0.8888,0.0130
6661,0.9078,0.8730,-0.0348
6662,0.8768,0.8828,0.0060
6663,0.8618,0.8456,-0.0162
6664,0.9276,0.9310,0.0034
6665,0.8974,0.9236,0.0262
6666,0.9108,0.9474,0.0366
6667,0.9018,0.9212,0.0194
6668,0.8622,0.8532,-0.0090
6669,0.9274,0.9372,0.0098
6670,0.9098,0.8726,-0.0372
6671,0.9452,0.9156,-0.0296
6672,0.9358,0.9098,-0.0260
6673,0.8902,0.9126,0.0224
6674,0.9032,0.9056,0.0024
6675,0.8696,0.8722,0.0026
6676,0.9510,0.9550,0.0040
6677,0.8726,0.8992,0.0266
6678,0.8316,0.8678,0.0362
6679,0.8224,0.8142,-0.0082
6680,0.9026,0.8932,-0.0094
6681,0.9374,0.8920,-0.0454
6682,0.8890,0.9122,0.0232
6683,0.8844,0.8928,0.0084
6684,0.8706,0.8684,-0.0022
6685,0.9002,0.8802,-0.0200
6686,0.9892,0.9766,-0.0126
6687,0.8704,0.8816,0.0112
6688,0.8138,0.8170,0.0032
6689,0.8442,0.8370,-0.0072
6690,0.8138,0.8088,-0.0050
6691,0.8766,0.8680,-0.0086
6692,0.8072,0.8286,0.0214
6693,0.9162,0.8958,-0.0204
6694,0.8836,0.8350,-0.0486
6695,0.9108,0.9186,0.0078
6696,0.8834,0.8906,0.0072
6697,0.9152,0.8838,-0.0314
6698,0.8362,0.8136,-0.0226
6699,0.9022,0.8852,-0.0170
6700,0.9170,0.9068,-0.0102
6701,0.8570,0.8594,0.0024
6702,0.9294,0.9318,0.0024
6703,0.8658,0.8752,0.0094
6704,0.9122,0.9168,0.0046
6705,0.9184,0.9270,0.0086
6706,0.9200,0.9250,0.0050
6707,0.8952,0.8924,-0.0028
6708,0.9224,0.8838,-0.0386
6709,0.8702,0.8666,-0.0036
6710,0.8986,0.8974,-0.0012
6711,0.8312,0.8450,0.0138
6712,0.9374,0.9362,-0.0012
6713,0.8852,0.8658,-0.0194
6714,0.9134,0.9294,0.0160
6715,0.8948,0.8956,0.0008
6716,0.8520,0.8612,0.0092
6717,0.8912,0.9260,0.0348
6718,0.8918,0.8942,0.0024
6719,0.8486,0.8218,-0.0268
6720,0.9172,0.9274,0.0102
6721,0.8834,0.9074,0.0240
6722,0.8786,0.9110,0.0324
6723,0.8522,0.8562,0.0040
6724,0.8590,0.8608,0.0018
6725,0.8554,0.8328,-0.0226
6726,0.9364,0.9454,0.0090
6727,0.8860,0.8956,0.0096
6728,0.9096,0.9276,0.0180
6729,0.8716,0.8716,-0.0000
6730,0.8602,0.8452,-0.0150
6731,0.9648,0.9748,0.0100
6732,0.8768,0.9004,0.0236
6733,0.8352,0.8498,0.0146
6734,0.8734,0.8806,0.0072
6735,0.8848,0.8962,0.0114
6736,0.9396,0.9378,-0.0018
6737,0.9244,0.9236,-0.0008
6738,0.8918,0.9140,0.0222
6739,0.9540,0.9510,-0.0030
6740,0.8504,0.8478,-0.0026
6741,0.8630,0.9002,0.0372
6742,0.9062,0.9374,0.0312
6743,0.8760,0.8704,-0.0056
6744,0.8980,0.8924,-0.0056
6745,0.8844,0.9098,0.0254
6746,0.9206,0.9224,0.0018
6747,0.8718,0.8982,0.0264
6748,0.8774,0.8858,0.0084
6749,0.8752,0.9038,0.0286
6750,0.8458,0.8478,0.0020
6751,0.9582,0.9520,-0.0062
6752,0.9078,0.9054,-0.0024
6753,0.8646,0.8746,0.0100
6754,0.9468,0.9226,-0.0242
6755,0.8800,0.8662,-0.0138
6756,0.8332,0.8250,-0.0082
6757,0.9144,0.9290,0.0146
6758,0.8526,0.8456,-0.0070
6759,0.9146,0.9306,0.0160
6760,0.9236,0.9310,0.0074
6761,0.8760,0.8664,-0.0096
6762,0.8604,0.8600,-0.0004
6763,0.8402,0.8460,0.0058
6764,0.8458,0.8544,0.0086
6765,0.8528,0.8438,-0.0090
6766,0.9216,0.9354,0.0138
6767,0.8852,0.8574,-0.0278
6768,0.9528,0.9510,-0.0018
6769,0.9152,0.9304,0.0152
6770,0.8624,0.8380,-0.0244
6771,0.9164,0.8930,-0.0234
6772,0.9370,0.9382,0.0012
6773,0.9094,0.9194,0.0100
6774,0.9228,0.9216,-0.0012
6775,0.8688,0.8586,-0.0102
6776,0.8568,0.8670,0.0102
6777,0.8238,0.8328,0.0090
6778,0.8542,0.8646,0.0104
6779,0.8720,0.8744,0.0024
6780,0.9070,0.9242,0.0172
6781,0.8386,0.8296,-0.0090
6782,0.9090,0.9256,0.0166
6783,0.8844,0.8856,0.0012
6784,0.9394,0.9410,0.0016
6785,0.9094,0.8994,-0.0100
6786,0.9052,0.9176,0.0124
6787,0.8730,0.8790,0.0060
6788,0.8734,0.8828,0.0094
6789,0.9352,0.9480,0.0128
6790,0.8678,0.8830,0.0152
6791,0.8498,0.8640,0.0142
6792,0.9024,0.8882,-0.0142
6793,0.9080,0.8660,-0.0420
6794,0.8590,0.8258,-0.0332
6795,0.8942,0.9260,0.0318
6796,0.9036,0.8850,-0.0186
6797,0.8172,0.8060,-0.0112
6798,0.8900,0.8582,-0.0318
6799,0.8924,0.8730,-0.0194
6800,0.9074,0.9046,-0.0028
6801,0.9584,0.9588,0.0004
6802,0.9524,0.9436,-0.0088
6803,0.9020,0.9084,0.0064
6804,0.9086,0.9134,0.0048
6805,0.8764,0.8812,0.0048
6806,0.9046,0.8974,-0.0072
6807,0.9478,0.9474,-0.0004
6808,0.8822,0.8902,0.0080
6809,0.9294,0.9258,-0.0036
6810,0.9222,0.9224,0.0002
6811,0.8816,0.8808,-0.0008
6812,0.9054,0.9184,0.0130
6813,0.8936,0.9038,0.0102
6814,0.8996,0.8764,-0.0232
6815,0.9608,0.9686,0.0078
6816,0.8972,0.8916,-0.0056
6817,0.9022,0.8878,-0.0144
6818,0.9332,0.9352,0.0020
6819,0.9328,0.9340,0.0012
6820,0.8190,0.8122,-0.0068
6821,0.9714,0.9682,-0.0032
6822,0.9274,0.9330,0.0056
6823,0.8962,0.8774,-0.0188
6824,0.9138,0.8964,-0.0174
6825,0.8512,0.8494,-0.0018
6826,0.9228,0.9228,0.0000
6827,0.8444,0.8596,0.0152
6828,0.8572,0.8720,0.0148
6829,0.9040,0.9072,0.0032
6830,0.8842,0.9200,0.0358
6831,0.9238,0.9190,-0.0048
6832,0.8626,0.8760,0.0134
6833,0.9236,0.9260,0.0024
6834,0.9364,0.9504,0.0140
6835,0.9326,0.9344,0.0018
6836,0.9444,0.9510,0.0066
6837,0.9292,0.9382,0.0090
6838,0.9142,0.8928,-0.0214
6839,0.8006,0.8264,0.0258
6840,0.8576,0.8690,0.0114
6841,0.9274,0.9464,0.0190
6842,0.8642,0.8816,0.0174
6843,0.9436,0.9338,-0.0098
6844,0.9382,0.9390,0.0008
6845,0.8894,0.8862,-0.0032
6846,0.8866,0.8702,-0.0164
6847,0.8888,0.8942,0.0054
6848,0.8700,0.8772,0.0072
6849,0.9348,0.9270,-0.0078
6850,0.8672,0.8574,-0.0098
6851,0.9360,0.9246,-0.0114
6852,0.8368,0.8446,0.0078
6853,0.9010,0.9000,-0.0010
6854,0.8462,0.8506,0.0044
6855,0.8662,0.8964,0.0302
6856,0.9256,0.9248,-0.0008
6857,0.8650,0.8612,-0.0038
6858,0.8546,0.8612,0.0066
6859,0.8920,0.8964,0.0044
6860,0.9330,0.9126,-0.0204
6861,0.8142,0.8566,0.0424
6862,0.8996,0.8890,-0.0106
6863,0.9200,0.9004,-0.0196
6864,0.9156,0.9314,0.0158
6865,0.9042,0.9242,0.0200
6866,0.9096,0.8976,-0.0120
6867,0.8806,0.8782,-0.0024
6868,0.9058,0.8934,-0.0124
6869,0.9460,0.9800,0.0340
6870,0.9374,0.9452,0.0078
6871,0.9464,0.9370,-0.0094
6872,0.9150,0.9104,-0.0046
6873,0.8916,0.8802,-0.0114
6874,0.8318,0.8590,0.0272
6875,0.9040,0.9288,0.0248
6876,0.8948,0.8786,-0.0162
6877,0.9330,0.9280,-0.0050
6878,0.9022,0.8562,-0.0460
6879,0.9266,0.9278,0.0012
6880,0.8854,0.8810,-0.0044
6881,0.8928,0.8978,0.0050
6882,0.8898,0.8692,-0.0206
6883,0.9028,0.8990,-0.0038
6884,0.8842,0.8878,0.0036
6885,0.8730,0.9002,0.0272
6886,0.8694,0.8766,0.0072
6887,0.8756,0.8562,-0.0194
6888,0.9206,0.8788,-0.0418
6889,0.8692,0.8732,0.0040
6890,0.8312,0.8352,0.0040
6891,0.8854,0.8980,0.0126
6892,0.8998,0.8900,-0.0098
6893,0.8832,0.8856,0.0024
6894,0.8804,0.8862,0.0058
6895,0.8428,0.8222,-0.0206
6896,0.8598,0.8310,-0.0288
6897,0.8676,0.8772,0.0096
6898,0.9192,0.9094,-0.0098
6899,0.8984,0.9060,0.0076
6900,0.8376,0.8420,0.0044
6901,0.8804,0.8804,-0.0000
6902,0.9268,0.9268,-0.0000
6903,0.9224,0.9256,0.0032
6904,0.9318,0.9408,0.0090
6905,0.9104,0.9144,0.0040
6906,0.9000,0.9112,0.0112
6907,0.8714,0.8702,-0.0012
6908,0.9160,0.9258,0.0098
6909,0.8700,0.8738,0.0038
6910,0.8826,0.8964,0.0138
6911,0.8758,0.8776,0.0018
6912,0.9034,0.8854,-0.0180
6913,0.9430,0.9414,-0.0016
6914,0.9280,0.9268,-0.0012
6915,0.8576,0.8654,0.0078
6916,0.9038,0.9042,0.0004
6917,0.8498,0.8682,0.0184
6918,0.8658,0.8816,0.0158
6919,0.8304,0.8348,0.0044
6920,0.8914,0.9200,0.0286
6921,0.8172,0.8120,-0.0052
6922,0.9100,0.9198,0.0098
6923,0.8814,0.8734,-0.0080
6924,0.9138,0.9090,-0.0048
6925,0.8936,0.8958,0.0022
6926,0.8698,0.8692,-0.0006
6927,0.9182,0.9102,-0.0080
6928,0.9030,0.8970,-0.0060
6929,0.9166,0.9106,-0.0060
6930,0.8798,0.9084,0.0286
6931,0.8578,0.8554,-0.0024
6932,0.8798,0.8820,0.0022
6933,0.8610,0.8732,0.0122
6934,0.8906,0.8888,-0.0018
6935,0.8962,0.8968,0.0006
6936,0.8916,0.9142,0.0226
6937,0.8656,0.8668,0.0012
6938,0.9246,0.9328,0.0082
6939,0.8570,0.8736,0.0166
6940,0.8746,0.8778,0.0032
6941,0.9042,0.8698,-0.0344
6942,0.8886,0.8756,-0.0130
6943,0.9092,0.9402,0.0310
6944,0.8728,0.8968,0.0240
6945,0.9074,0.9022,-0.0052
6946,0.8874,0.9190,0.0316
6947,0.7862,0.7926,0.0064
6948,0.9086,0.9084,-0.0002
6949,0.8786,0.8640,-0.0146
6950,0.9090,0.9300,0.0210
6951,0.8944,0.8934,-0.0010
6952,0.8966,0.9258,0.0292
6953,0.9154,0.9306,0.0152
6954,0.8874,0.8372,-0.0502
6955,0.9316,0.9304,-0.0012
6956,0.8626,0.8668,0.0042
6957,0.9040,0.8916,-0.0124
6958,0.8682,0.8366,-0.0316
6959,0.8876,0.9144,0.0268
6960,0.9012,0.8762,-0.0250
6961,0.9268,0.9238,-0.0030
6962,0.9490,0.9502,0.0012
6963,0.9170,0.9118,-0.0052
6964,0.9166,0.9222,0.0056
6965,0.8644,0.9092,0.0448
6966,0.8932,0.8620,-0.0312
6967,0.8976,0.8912,-0.0064
6968,0.8868,0.8974,0.0106
6969,0.8896,0.8906,0.0010
6970,0.9036,0.9020,-0.0016
6971,0.8830,0.8746,-0.0084
6972,0.9156,0.9186,0.0030
6973,0.9210,0.9022,-0.0188
6974,0.8712,0.9110,0.0398
6975,0.9100,0.9360,0.0260
6976,0.8162,0.8290,0.0128
6977,0.9224,0.9144,-0.0080
6978,0.8618,0.8724,0.0106
6979,0.8680,0.8642,-0.0038
6980,0.9616,0.9588,-0.0028
6981,0.8924,0.8922,-0.0002
6982,0.8644,0.8464,-0.0180
6983,0.8652,0.8548,-0.0104
6984,0.8618,0.8820,0.0202
6985,0.9144,0.9308,0.0164
6986,0.8370,0.8410,0.0040
6987,0.8902,0.8822,-0.0080
6988,0.9000,0.9222,0.0222
6989,0.8752,0.8832,0.0080
6990,0.9388,0.9374,-0.0014
6991,0.8704,0.8638,-0.0066
6992,0.8626,0.8438,-0.0188
6993,0.9094,0.9110,0.0016
6994,0.8794,0.8750,-0.0044
6995,0.8476,0.8360,-0.0116
6996,0.8678,0.8626,-0.0052
6997,0.9142,0.8834,-0.0308
6998,0.8940,0.8848,-0.0092
6999,0.8396,0.8386,-0.0010
7000,0.9264,0.9316,0.0052
7001,0.8918,0.9188,0.0270
7002,0.8990,0.8966,-0.0024
7003,0.8506,0.8738,0.0232
7004,0.8992,0.9298,0.0306
7005,0.9002,0.8864,-0.0138
7006,0.9134,0.9046,-0.0088
7007,0.9002,0.8998,-0.0004
7008,0.8824,0.8922,0.0098
7009,0.8922,0.8796,-0.0126
7010,0.8708,0.8696,-0.0012
7011,0.8424,0.8522,0.0098
7012,0.9490,0.9474,-0.0016
7013,0.8800,0.8696,-0.0104
7014,0.8542,0.8346,-0.0196
7015,0.8770,0.9116,0.0346
7016,0.9120,0.9356,0.0236
7017,0.8274,0.8082,-0.0192
7018,0.8286,0.8448,0.0162
7019,0.9320,0.9558,0.0238
7020,0.9148,0.9338,0.0190
7021,0.8746,0.8846,0.0100
7022,0.8934,0.8958,0.0024
7023,0.8358,0.8460,0.0102
7024,0.8856,0.8860,0.0004
7025,0.8948,0.8940,-0.0008
7026,0.9140,0.9314,0.0174
7027,0.9256,0.9364,0.0108
7028,0.9046,0.8638,-0.0408
7029,0.8928,0.8968,0.0040
7030,0.8898,0.9222,0.0324
7031,0.8134,0.8130,-0.0004
7032,0.8950,0.9016,0.0066
7033,0.8758,0.8700,-0.0058
7034,0.8442,0.8594,0.0152
7035,0.9080,0.9088,0.0008
7036,0.8882,0.8832,-0.0050
7037,0.8706,0.8886,0.0180
7038,0.9182,0.9080,-0.0102
7039,0.8982,0.9174,0.0192
7040,0.8522,0.8456,-0.0066
7041,0.8550,0.8806,0.0256
7042,0.9046,0.8904,-0.0142
7043,0.9150,0.9190,0.0040
7044,0.9288,0.9074,-0.0214
7045,0.8696,0.8676,-0.0020
7046,0.8498,0.8836,0.0338
7047,0.9192,0.8928,-0.0264
7048,0.9048,0.9062,0.0014
7049,0.8898,0.8898,0.0000
7050,0.9006,0.9128,0.0122
7051,0.8848,0.8650,-0.0198
7052,0.9050,0.9060,0.0010
7053,0.8944,0.8644,-0.0300
7054,0.8608,0.8974,0.0366
7055,0.9138,0.9416,0.0278
7056,0.8888,0.8936,0.0048
7057,0.9030,0.9084,0.0054
7058,0.8380,0.8878,0.0498
7059,0.9208,0.9190,-0.0018
7060,0.8730,0.9040,0.0310
7061,0.8578,0.8366,-0.0212
7062,0.9038,0.9294,0.0256
7063,0.8466,0.8432,-0.0034
7064,0.8962,0.9176,0.0214
7065,0.8984,0.9090,0.0106
7066,0.9168,0.9068,-0.0100
7067,0.8168,0.8192,0.0024
7068,0.8454,0.8594,0.0140
7069,0.8894,0.8996,0.0102
7070,0.8906,0.8894,-0.0012
7071,0.8706,0.8840,0.0134
7072,0.9436,0.9310,-0.0126
7073,0.9114,0.8716,-0.0398
7074,0.8656,0.8672,0.0016
7075,0.9172,0.9256,0.0084
7076,0.9250,0.9532,0.0282
7077,0.8824,0.8928,0.0104
7078,0.9332,0.9384,0.0052
7079,0.9256,0.9052,-0.0204
7080,0.8704,0.8940,0.0236
7081,0.8594,0.8328,-0.0266
7082,0.8324,0.8600,0.0276
7083,0.9132,0.9096,-0.0036
7084,0.8808,0.9044,0.0236
7085,0.9018,0.9042,0.0024
7086,0.8678,0.8604,-0.0074
7087,0.8714,0.8668,-0.0046
7088,0.8120,0.8474,0.0354
7089,0.9326,0.9262,-0.0064
7090,0.8856,0.8456,-0.0400
7091,0.8488,0.8038,-0.0450
7092,0.9062,0.9006,-0.0056
7093,0.9032,0.9094,0.0062
7094,0.8496,0.8778,0.0282
7095,0.9400,0.9208,-0.0192
7096,0.8738,0.8708,-0.0030
7097,0.9016,0.8784,-0.0232
7098,0.8248,0.8436,0.0188
7099,0.9086,0.8738,-0.0348
7100,0.8974,0.8982,0.0008
7101,0.9144,0.9180,0.0036
7102,0.8494,0.8774,0.0280
7103,0.8824,0.8624,-0.0200
7104,0.9492,0.9500,0.0008
7105,0.9144,0.9112,-0.0032
7106,0.8486,0.8568,0.0082
7107,0.8884,0.8836,-0.0048
7108,0.9200,0.9190,-0.0010
7109,0.8292,0.8422,0.0130
7110,0.8784,0.8838,0.0054
7111,0.9104,0.9248,0.0144
7112,0.9074,0.9066,-0.0008
7113,0.8310,0.8318,0.0008
7114,0.8748,0.8800,0.0052
7115,0.8328,0.8588,0.0260
7116,0.8364,0.8136,-0.0228
7117,0.9008,0.9220,0.0212
7118,0.8608,0.8674,0.0066
7119,0.8758,0.8694,-0.0064
7120,0.8286,0.8342,0.0056
7121,0.8714,0.8474,-0.0240
7122,0.9236,0.9116,-0.0120
7123,0.8894,0.8828,-0.0066
7124,0.8606,0.8812,0.0206
7125,0.9380,0.9424,0.0044
7126,0.8988,0.9114,0.0126
7127,0.8660,0.8632,-0.0028
7128,0.9514,0.9260,-0.0254
7129,0.8806,0.8952,0.0146
7130,0.8680,0.8662,-0.0018
7131,0.9428,0.9354,-0.0074
7132,0.8788,0.9074,0.0286
7133,0.8792,0.8726,-0.0066
7134,0.9314,0.9268,-0.0046
7135,0.8254,0.8504,0.0250
7136,0.9648,0.9548,-0.0100
7137,0.9044,0.9368,0.0324
7138,0.8528,0.8118,-0.0410
7139,0.8836,0.8888,0.0052
7140,0.8478,0.8524,0.0046
7141,0.8612,0.8664,0.0052
7142,0.8600,0.8990,0.0390
7143,0.8782,0.8582,-0.0200
7144,0.9032,0.9132,0.0100
7145,0.9490,0.9302,-0.0188
7146,0.9222,0.9388,0.0166
7147,0.9490,0.9468,-0.0022
7148,0.8974,0.8912,-0.0062
7149,0.9246,0.9120,-0.0126
7150,0.8540,0.8610,0.0070
7151,0.8730,0.8806,0.0076
7152,0.8638,0.8610,-0.0028
7153,0.9136,0.9184,0.0048
7154,0.9330,0.9366,0.0036
7155,0.8862,0.8884,0.0022
7156,0.9292,0.9242,-0.0050
7157,0.9070,0.9372,0.0302
7158,0.8860,0.8794,-0.0066
7159,0.9028,0.9212,0.0184
7160,0.8996,0.8608,-0.0388
7161,0.9600,0.9594,-0.0006
7162,0.8818,0.8664,-0.0154
7163,0.9192,0.9236,0.0044
7164,0.8928,0.8886,-0.0042
7165,0.9220,0.9180,-0.0040
7166,0.9128,0.8958,-0.0170
7167,0.9122,0.9140,0.0018
7168,0.7804,0.7860,0.0056
7169,0.9094,0.9346,0.0252
7170,0.8690,0.8720,0.0030
7171,0.8586,0.8352,-0.0234
7172,0.9726,0.9612,-0.0114
7173,0.9204,0.9332,0.0128
7174,0.8020,0.8050,0.0030
7175,0.9328,0.9234,-0.0094
7176,0.9458,0.9312,-0.0146
7177,0.8948,0.8784,-0.0164
7178,0.9048,0.8768,-0.0280
7179,0.8362,0.8260,-0.0102
7180,0.8738,0.8748,0.0010
7181,0.8152,0.8332,0.0180
7182,0.9056,0.8906,-0.0150
7183,0.8816,0.8700,-0.0116
7184,0.8898,0.8946,0.0048
7185,0.9456,0.9378,-0.0078
7186,0.8822,0.8962,0.0140
7187,0.9434,0.9444,0.0010
7188,0.9164,0.9204,0.0040
7189,0.9190,0.9262,0.0072
7190,0.8864,0.8960,0.0096
7191,0.8582,0.8658,0.0076
7192,0.9220,0.9260,0.0040
7193,0.9232,0.9078,-0.0154
7194,0.8250,0.8218,-0.0032
7195,0.9170,0.8796,-0.0374
7196,0.8456,0.8488,0.0032
7197,0.8684,0.8782,0.0098
7198,0.9664,0.9516,-0.0148
7199,0.9470,0.9510,0.0040
7200,0.8888,0.8936,0.0048
7201,0.8888,0.9066,0.0178
7202,0.8556,0.8860,0.0304
7203,0.8788,0.8868,0.0080
7204,0.8968,0.8922,-0.0046
7205,0.8854,0.9136,0.0282
7206,0.8888,0.8864,-0.0024
7207,0.8800,0.8794,-0.0006
7208,0.8904,0.9078,0.0174
7209,0.9236,0.9276,0.0040
7210,0.8746,0.8844,0.0098
7211,0.8780,0.8848,0.0068
7212,0.9094,0.9114,0.0020
7213,0.9374,0.9216,-0.0158
7214,0.9404,0.9458,0.0054
7215,0.8274,0.8352,0.0078
7216,0.8786,0.8944,0.0158
7217,0.8884,0.8948,0.0064
7218,0.9166,0.9180,0.0014
7219,0.8858,0.8778,-0.0080
7220,0.8638,0.8850,0.0212
7221,0.8982,0.8820,-0.0162
7222,0.8568,0.8404,-0.0164
7223,0.8964,0.8908,-0.0056
7224,0.8114,0.8426,0.0312
7225,0.9578,0.9378,-0.0200
7226,0.8832,0.8998,0.0166
7227,0.8578,0.8636,0.0058
7228,0.8142,0.8686,0.0544
7229,0.8536,0.8456,-0.0080
7230,0.8700,0.8868,0.0168
7231,0.9094,0.9130,0.0036
7232,0.8846,0.8772,-0.0074
7233,0.9104,0.9304,0.0200
