window,seq_auc,relaxed_auc,diff
5722,0.8816,0.8740,-0.0076
5723,0.8666,0.8894,0.0228
5724,0.8710,0.9000,0.0290
5725,0.8668,0.8934,0.0266
5726,0.8296,0.8560,0.0264
5727,0.7832,0.7922,0.0090
5728,0.9258,0.8894,-0.0364
5729,0.8484,0.8596,0.0112
5730,0.8940,0.9166,0.0226
5731,0.8752,0.9050,0.0298
5732,0.8910,0.8416,-0.0494
5733,0.9014,0.9220,0.0206
5734,0.8676,0.8536,-0.0140
5735,0.8850,0.8680,-0.0170
5736,0.8884,0.8952,0.0068
5737,0.8990,0.8982,-0.0008
5738,0.8890,0.8878,-0.0012
5739,0.8702,0.8718,0.0016
5740,0.8226,0.8320,0.0094
5741,0.8790,0.9032,0.0242
5742,0.9130,0.9256,0.0126
5743,0.8940,0.9024,0.0084
5744,0.9448,0.9166,-0.0282
5745,0.9408,0.9202,-0.0206
5746,0.8874,0.9080,0.0206
5747,0.8394,0.8380,-0.0014
5748,0.8840,0.8596,-0.0244
5749,0.9300,0.9090,-0.0210
5750,0.9152,0.9210,0.0058
5751,0.8438,0.8802,0.0364
5752,0.8552,0.8828,0.0276
5753,0.8514,0.8402,-0.0112
5754,0.9012,0.9208,0.0196
5755,0.9180,0.9144,-0.0036
5756,0.8076,0.7934,-0.0142
5757,0.9276,0.9288,0.0012
5758,0.8792,0.8826,0.0034
5759,0.8294,0.8752,0.0458
5760,0.8986,0.8750,-0.0236
5761,0.9076,0.8952,-0.0124
5762,0.8404,0.8520,0.0116
5763,0.8650,0.8612,-0.0038
5764,0.8608,0.8750,0.0142
5765,0.8962,0.8716,-0.0246
5766,0.8912,0.8998,0.0086
5767,0.8666,0.8538,-0.0128
5768,0.8586,0.8546,-0.0040
5769,0.8894,0.8868,-0.0026
5770,0.9294,0.9300,0.0006
5771,0.9050,0.9030,-0.0020
5772,0.8854,0.9114,0.0260
5773,0.8688,0.8922,0.0234
5774,0.9184,0.9100,-0.0084
5775,0.9210,0.9032,-0.0178
5776,0.8320,0.8486,0.0166
5777,0.9026,0.8998,-0.0028
5778,0.9354,0.9390,0.0036
5779,0.8596,0.8858,0.0262
5780,0.9504,0.9626,0.0122
5781,0.9010,0.8994,-0.0016
5782,0.9144,0.9210,0.0066
5783,0.8934,0.8200,-0.0734
5784,0.9194,0.9184,-0.0010
5785,0.9192,0.9306,0.0114
5786,0.8540,0.8482,-0.0058
5787,0.8490,0.8548,0.0058
5788,0.7924,0.7698,-0.0226
5789,0.8398,0.8880,0.0482
5790,0.9318,0.9372,0.0054
5791,0.9318,0.9324,0.0006
5792,0.9260,0.9102,-0.0158
5793,0.9302,0.9446,0.0144
5794,0.9452,0.9590,0.0138
5795,0.9710,0.9228,-0.0482
5796,0.9020,0.9032,0.0012
5797,0.9032,0.8880,-0.0152
5798,0.8514,0.8426,-0.0088
5799,0.8796,0.8766,-0.0030
5800,0.8834,0.8862,0.0028
5801,0.8808,0.8836,0.0028
5802,0.8762,0.8782,0.0020
5803,0.9158,0.9232,0.0074
5804,0.8828,0.8868,0.0040
5805,0.8994,0.8998,0.0004
5806,0.9458,0.9498,0.0040
5807,0.9130,0.9126,-0.0004
5808,0.9110,0.9082,-0.0028
5809,0.8918,0.9060,0.0142
5810,0.8578,0.8694,0.0116
5811,0.8332,0.8614,0.0282
5812,0.9524,0.9474,-0.0050
5813,0.9154,0.9560,0.0406
5814,0.9264,0.9072,-0.0192
5815,0.8738,0.8756,0.0018
5816,0.8976,0.8784,-0.0192
5817,0.9372,0.9388,0.0016
5818,0.9164,0.9164,0.0000
5819,0.9500,0.9150,-0.0350
5820,0.9130,0.9118,-0.0012
5821,0.8718,0.8808,0.0090
5822,0.9216,0.9274,0.0058
5823,0.8888,0.8916,0.0028
5824,0.7950,0.8108,0.0158
5825,0.9138,0.9102,-0.0036
5826,0.9170,0.9138,-0.0032
5827,0.8432,0.8522,0.0090
5828,0.9162,0.9160,-0.0002
5829,0.8824,0.9088,0.0264
5830,0.9104,0.9180,0.0076
5831,0.9342,0.9426,0.0084
5832,0.9038,0.9076,0.0038
5833,0.8464,0.8562,0.0098
5834,0.9390,0.9308,-0.0082
5835,0.8954,0.9092,0.0138
5836,0.8454,0.8832,0.0378
5837,0.8502,0.8304,-0.0198
5838,0.8662,0.8740,0.0078
5839,0.9178,0.9246,0.0068
5840,0.8188,0.8410,0.0222
5841,0.9568,0.9402,-0.0166
5842,0.9038,0.8984,-0.0054
5843,0.9360,0.9288,-0.0072
5844,0.9142,0.8930,-0.0212
5845,0.9006,0.8710,-0.0296
5846,0.8872,0.8974,0.0102
5847,0.8518,0.8550,0.0032
5848,0.9508,0.9340,-0.0168
5849,0.8354,0.8452,0.0098
5850,0.8854,0.8918,0.0064
5851,0.8376,0.8336,-0.0040
5852,0.9026,0.9032,0.0006
5853,0.8684,0.8652,-0.0032
5854,0.9356,0.9376,0.0020
5855,0.9334,0.9572,0.0238
5856,0.8996,0.8846,-0.0150
5857,0.8474,0.8518,0.0044
5858,0.8898,0.8724,-0.0174
5859,0.8770,0.9032,0.0262
5860,0.9356,0.9464,0.0108
5861,0.9584,0.9576,-0.0008
5862,0.9182,0.9170,-0.0012
5863,0.8768,0.8678,-0.0090
5864,0.8810,0.8744,-0.0066
5865,0.8816,0.8936,0.0120
5866,0.8622,0.8492,-0.0130
5867,0.9184,0.9286,0.0102
5868,0.9172,0.9274,0.0102
5869,0.9350,0.9044,-0.0306
5870,0.8976,0.9028,0.0052
5871,0.8804,0.8542,-0.0262
5872,0.9058,0.9006,-0.0052
5873,0.9034,0.9034,0.0000
5874,0.8530,0.8234,-0.0296
5875,0.8574,0.8554,-0.0020
5876,0.8986,0.9106,0.0120
5877,0.8980,0.8946,-0.0034
5878,0.9400,0.9298,-0.0102
5879,0.9108,0.9334,0.0226
5880,0.9372,0.9470,0.0098
5881,0.8296,0.8388,0.0092
5882,0.9452,0.9266,-0.0186
5883,0.8742,0.8724,-0.0018
5884,0.8562,0.8562,0.0000
5885,0.8928,0.8732,-0.0196
5886,0.9018,0.9058,0.0040
5887,0.9042,0.9022,-0.0020
5888,0.9722,0.9588,-0.0134
5889,0.8420,0.8780,0.0360
5890,0.8828,0.8926,0.0098
5891,0.9356,0.9028,-0.0328
5892,0.9038,0.9152,0.0114
5893,0.9148,0.9124,-0.0024
5894,0.9084,0.8966,-0.0118
5895,0.8846,0.8658,-0.0188
5896,0.8648,0.8590,-0.0058
5897,0.9332,0.9194,-0.0138
5898,0.8906,0.8576,-0.0330
5899,0.8966,0.8910,-0.0056
5900,0.9042,0.9050,0.0008
5901,0.8656,0.8624,-0.0032
5902,0.8682,0.8662,-0.0020
5903,0.9270,0.9348,0.0078
5904,0.8414,0.8350,-0.0064
5905,0.9120,0.9048,-0.0072
5906,0.9184,0.9184,0.0000
5907,0.9062,0.9032,-0.0030
5908,0.8952,0.8964,0.0012
5909,0.8716,0.8636,-0.0080
5910,0.8984,0.8912,-0.0072
5911,0.9274,0.9192,-0.0082
5912,0.8872,0.8908,0.0036
5913,0.9086,0.9230,0.0144
5914,0.9268,0.9156,-0.0112
5915,0.9414,0.9320,-0.0094
5916,0.8548,0.8802,0.0254
5917,0.9468,0.9616,0.0148
5918,0.8692,0.8588,-0.0104
5919,0.9056,0.8950,-0.0106
5920,0.9114,0.9074,-0.0040
5921,0.9428,0.9280,-0.0148
5922,0.9304,0.9416,0.0112
5923,0.8540,0.8534,-0.0006
5924,0.8504,0.8488,-0.0016
5925,0.9126,0.9234,0.0108
5926,0.8476,0.8542,0.0066
5927,0.8850,0.8632,-0.0218
5928,0.8164,0.8254,0.0090
5929,0.9248,0.8992,-0.0256
5930,0.8582,0.8798,0.0216
5931,0.8420,0.8732,0.0312
5932,0.8882,0.8830,-0.0052
5933,0.8272,0.8078,-0.0194
5934,0.9228,0.9240,0.0012
5935,0.8254,0.8386,0.0132
5936,0.8896,0.9056,0.0160
5937,0.9434,0.9572,0.0138
5938,0.9290,0.9354,0.0064
5939,0.9066,0.8928,-0.0138
5940,0.8942,0.9056,0.0114
5941,0.8996,0.8804,-0.0192
5942,0.8904,0.8876,-0.0028
5943,0.8552,0.8466,-0.0086
5944,0.9344,0.9340,-0.0004
5945,0.9116,0.9160,0.0044
5946,0.8924,0.8960,0.0036
5947,0.8594,0.8676,0.0082
5948,0.9162,0.8828,-0.0334
5949,0.8772,0.8894,0.0122
5950,0.8740,0.8882,0.0142
5951,0.8486,0.8416,-0.0070
5952,0.8714,0.8770,0.0056
5953,0.8552,0.8556,0.0004
5954,0.8848,0.8808,-0.0040
5955,0.9148,0.9108,-0.0040
5956,0.8772,0.8656,-0.0116
5957,0.8536,0.8492,-0.0044
5958,0.9100,0.8976,-0.0124
5959,0.9462,0.9386,-0.0076
5960,0.8878,0.9206,0.0328
5961,0.8622,0.8648,0.0026
5962,0.9478,0.9222,-0.0256
5963,0.9392,0.9324,-0.0068
5964,0.9362,0.9460,0.0098
5965,0.9104,0.8888,-0.0216
5966,0.8726,0.8690,-0.0036
5967,0.9536,0.9268,-0.0268
5968,0.8146,0.8174,0.0028
5969,0.8822,0.8886,0.0064
5970,0.8540,0.9132,0.0592
5971,0.8928,0.8648,-0.0280
5972,0.8992,0.9022,0.0030
5973,0.8930,0.8912,-0.0018
5974,0.8710,0.8586,-0.0124
5975,0.9238,0.9238,0.0000
5976,0.9036,0.9006,-0.0030
5977,0.8958,0.8900,-0.0058
5978,0.9280,0.9286,0.0006
5979,0.9348,0.9168,-0.0180
5980,0.8718,0.8616,-0.0102
5981,0.8826,0.8756,-0.0070
5982,0.8816,0.8858,0.0042
5983,0.8342,0.8306,-0.0036
5984,0.8688,0.8776,0.0088
5985,0.8216,0.8304,0.0088
5986,0.9120,0.9104,-0.0016
5987,0.8474,0.8378,-0.0096
5988,0.8610,0.8590,-0.0020
5989,0.8650,0.8566,-0.0084
5990,0.9312,0.9292,-0.0020
5991,0.8582,0.8540,-0.0042
5992,0.8894,0.8872,-0.0022
5993,0.9106,0.9276,0.0170
5994,0.9278,0.9066,-0.0212
5995,0.9018,0.8732,-0.0286
5996,0.9072,0.9042,-0.0030
5997,0.9306,0.9136,-0.0170
5998,0.8452,0.8434,-0.0018
5999,0.9270,0.9236,-0.0034
6000,0.9472,0.9380,-0.0092
6001,0.8988,0.8980,-0.0008
6002,0.9374,0.9596,0.0222
6003,0.9356,0.9400,0.0044
6004,0.9174,0.9198,0.0024
6005,0.8718,0.8908,0.0190
6006,0.9120,0.8980,-0.0140
6007,0.8944,0.8996,0.0052
6008,0.8078,0.8294,0.0216
6009,0.8790,0.8518,-0.0272
6010,0.8784,0.8832,0.0048
6011,0.8636,0.8672,0.0036
6012,0.8792,0.8836,0.0044
6013,0.8748,0.8868,0.0120
6014,0.8546,0.8676,0.0130
6015,0.8698,0.8964,0.0266
6016,0.8668,0.8480,-0.0188
6017,0.9128,0.9244,0.0116
6018,0.8618,0.8554,-0.0064
6019,0.8840,0.8830,-0.0010
6020,0.8954,0.8728,-0.0226
6021,0.8948,0.9006,0.0058
6022,0.8042,0.7926,-0.0116
6023,0.9082,0.9050,-0.0032
6024,0.8702,0.8884,0.0182
6025,0.9142,0.9232,0.0090
6026,0.9378,0.9336,-0.0042
6027,0.9102,0.9102,0.0000
6028,0.9364,0.9308,-0.0056
6029,0.8236,0.8198,-0.0038
6030,0.9486,0.9500,0.0014
6031,0.8632,0.8418,-0.0214
6032,0.8680,0.8500,-0.0180
6033,0.9502,0.9520,0.0018
6034,0.9596,0.9600,0.0004
6035,0.9116,0.9170,0.0054
6036,0.8052,0.8194,0.0142
6037,0.9094,0.9170,0.0076
6038,0.9224,0.9414,0.0190
6039,0.9060,0.9246,0.0186
6040,0.8704,0.8450,-0.0254
6041,0.8930,0.9116,0.0186
6042,0.9048,0.8994,-0.0054
6043,0.9254,0.9206,-0.0048
6044,0.9164,0.9530,0.0366
6045,0.7918,0.8432,0.0514
6046,0.9020,0.9066,0.0046
6047,0.8654,0.8634,-0.0020
6048,0.8520,0.8398,-0.0122
6049,0.9226,0.9006,-0.0220
6050,0.9334,0.9264,-0.0070
6051,0.8694,0.8692,-0.0002
6052,0.9050,0.9424,0.0374
6053,0.8948,0.8894,-0.0054
6054,0.9112,0.9294,0.0182
6055,0.8568,0.8574,0.0006
6056,0.8728,0.8730,0.0002
6057,0.9480,0.9424,-0.0056
6058,0.9594,0.9562,-0.0032
6059,0.8920,0.8812,-0.0108
6060,0.9436,0.9412,-0.0024
6061,0.8918,0.8920,0.0002
6062,0.8876,0.8928,0.0052
6063,0.9438,0.9378,-0.0060
6064,0.8672,0.8628,-0.0044
6065,0.8678,0.9162,0.0484
6066,0.9140,0.9050,-0.0090
6067,0.8628,0.8768,0.0140
6068,0.8816,0.8752,-0.0064
6069,0.9572,0.9230,-0.0342
6070,0.9476,0.9412,-0.0064
6071,0.9150,0.9248,0.0098
6072,0.8914,0.8868,-0.0046
6073,0.8442,0.8410,-0.0032
6074,0.8806,0.8814,0.0008
6075,0.9022,0.9178,0.0156
6076,0.8958,0.8772,-0.0186
6077,0.8692,0.8832,0.0140
6078,0.8898,0.8946,0.0048
6079,0.9004,0.9140,0.0136
6080,0.9348,0.9288,-0.0060
6081,0.8626,0.8586,-0.0040
6082,0.8732,0.8726,-0.0006
6083,0.8872,0.8730,-0.0142
6084,0.9282,0.9352,0.0070
6085,0.8400,0.8700,0.0300
6086,0.9246,0.8880,-0.0366
6087,0.9090,0.8968,-0.0122
6088,0.9182,0.9194,0.0012
6089,0.9094,0.9206,0.0112
6090,0.8860,0.8574,-0.0286
6091,0.8684,0.8650,-0.0034
6092,0.9274,0.9178,-0.0096
6093,0.8608,0.8458,-0.0150
6094,0.8542,0.8688,0.0146
6095,0.9372,0.9416,0.0044
6096,0.9360,0.9286,-0.0074
6097,0.8804,0.8916,0.0112
6098,0.8936,0.8858,-0.0078
6099,0.8782,0.8680,-0.0102
6100,0.8752,0.8752,0.0000
6101,0.8846,0.8798,-0.0048
6102,0.9224,0.9164,-0.0060
6103,0.8436,0.8344,-0.0092
6104,0.9326,0.9298,-0.0028
6105,0.9334,0.9302,-0.0032
6106,0.9182,0.9214,0.0032
6107,0.9282,0.9364,0.0082
6108,0.9434,0.9660,0.0226
6109,0.8738,0.8814,0.0076
6110,0.8838,0.9064,0.0226
6111,0.8236,0.8168,-0.0068
6112,0.8592,0.8486,-0.0106
6113,0.9094,0.9314,0.0220
6114,0.9578,0.9662,0.0084
6115,0.9414,0.9532,0.0118
6116,0.8878,0.8816,-0.0062
6117,0.8190,0.8212,0.0022
6118,0.8882,0.8998,0.0116
6119,0.9328,0.9250,-0.0078
6120,0.9108,0.9410,0.0302
6121,0.8804,0.8764,-0.0040
6122,0.9020,0.9086,0.0066
6123,0.9472,0.9754,0.0282
6124,0.9022,0.8954,-0.0068
6125,0.9112,0.9084,-0.0028
6126,0.9070,0.9208,0.0138
6127,0.8644,0.8742,0.0098
6128,0.9008,0.8882,-0.0126
6129,0.8988,0.9306,0.0318
6130,0.9042,0.9156,0.0114
6131,0.8746,0.8668,-0.0078
6132,0.9078,0.9010,-0.0068
6133,0.9216,0.9126,-0.0090
6134,0.8578,0.8502,-0.0076
6135,0.8060,0.8190,0.0130
6136,0.9092,0.9038,-0.0054
6137,0.9242,0.9230,-0.0012
6138,0.8818,0.8964,0.0146
6139,0.8464,0.8302,-0.0162
6140,0.8290,0.8578,0.0288
6141,0.8490,0.8408,-0.0082
6142,0.8660,0.8432,-0.0228
6143,0.9304,0.9322,0.0018
6144,0.8574,0.8596,0.0022
6145,0.8912,0.8982,0.0070
6146,0.8868,0.8852,-0.0016
6147,0.9004,0.8504,-0.0500
6148,0.9248,0.9290,0.0042
6149,0.8862,0.8846,-0.0016
6150,0.9490,0.9666,0.0176
6151,0.8726,0.8940,0.0214
6152,0.8980,0.8962,-0.0018
6153,0.8114,0.8290,0.0176
6154,0.8478,0.8596,0.0118
6155,0.9148,0.9136,-0.0012
6156,0.9316,0.9474,0.0158
6157,0.9130,0.8896,-0.0234
6158,0.8660,0.8742,0.0082
6159,0.9428,0.9356,-0.0072
6160,0.9384,0.9086,-0.0298
6161,0.9014,0.9018,0.0004
6162,0.8390,0.8528,0.0138
6163,0.9080,0.8972,-0.0108
6164,0.9026,0.8666,-0.0360
6165,0.9176,0.9282,0.0106
6166,0.9170,0.9394,0.0224
6167,0.8860,0.9014,0.0154
6168,0.8914,0.8618,-0.0296
6169,0.9094,0.9044,-0.0050
6170,0.8578,0.8584,0.0006
6171,0.9282,0.9210,-0.0072
6172,0.8164,0.7728,-0.0436
6173,0.9080,0.9044,-0.0036
6174,0.9080,0.8936,-0.0144
6175,0.9160,0.8900,-0.0260
6176,0.9342,0.9328,-0.0014
6177,0.9126,0.9154,0.0028
6178,0.8948,0.8872,-0.0076
6179,0.9042,0.9176,0.0134
6180,0.8850,0.9072,0.0222
6181,0.9110,0.8902,-0.0208
6182,0.8974,0.9012,0.0038
6183,0.8498,0.8314,-0.0184
6184,0.8906,0.9090,0.0184
6185,0.9176,0.9180,0.0004
6186,0.8822,0.9008,0.0186
6187,0.8726,0.8786,0.0060
6188,0.9626,0.9164,-0.0462
6189,0.8706,0.8884,0.0178
6190,0.9328,0.9178,-0.0150
6191,0.8796,0.8798,0.0002
6192,0.8874,0.8426,-0.0448
6193,0.8152,0.8396,0.0244
6194,0.8846,0.8384,-0.0462
6195,0.8938,0.8866,-0.0072
6196,0.8340,0.8470,0.0130
6197,0.9252,0.9242,-0.0010
6198,0.9180,0.9036,-0.0144
6199,0.8422,0.8450,0.0028
6200,0.8466,0.8474,0.0008
6201,0.9310,0.9298,-0.0012
6202,0.8246,0.8278,0.0032
6203,0.8784,0.8844,0.0060
6204,0.9086,0.9102,0.0016
6205,0.9402,0.9396,-0.0006
6206,0.8638,0.8678,0.0040
6207,0.8630,0.8738,0.0108
6208,0.8698,0.8840,0.0142
6209,0.9310,0.9346,0.0036
6210,0.8792,0.8638,-0.0154
6211,0.8824,0.8766,-0.0058
6212,0.9186,0.9070,-0.0116
6213,0.8512,0.8762,0.0250
6214,0.8724,0.8950,0.0226
6215,0.8984,0.8974,-0.0010
6216,0.8634,0.8866,0.0232
6217,0.8650,0.8592,-0.0058
6218,0.8020,0.8040,0.0020
6219,0.9340,0.9190,-0.0150
6220,0.8904,0.8724,-0.0180
6221,0.9264,0.9204,-0.0060
6222,0.8404,0.8600,0.0196
6223,0.8646,0.8622,-0.0024
6224,0.8346,0.8508,0.0162
6225,0.8976,0.9012,0.0036
6226,0.9266,0.9364,0.0098
6227,0.8762,0.8934,0.0172
6228,0.8636,0.8620,-0.0016
6229,0.9278,0.9248,-0.0030
6230,0.9078,0.9082,0.0004
6231,0.9372,0.9208,-0.0164
6232,0.8126,0.7928,-0.0198
6233,0.9448,0.9386,-0.0062
6234,0.8830,0.8850,0.0020
6235,0.9418,0.9366,-0.0052
6236,0.8718,0.8842,0.0124
6237,0.8886,0.8860,-0.0026
6238,0.9200,0.9238,0.0038
6239,0.8906,0.8908,0.0002
6240,0.8526,0.8584,0.0058
6241,0.9366,0.9568,0.0202
6242,0.9072,0.9170,0.0098
6243,0.9282,0.8976,-0.0306
6244,0.8180,0.8230,0.0050
6245,0.8922,0.8464,-0.0458
6246,0.8332,0.8304,-0.0028
6247,0.8936,0.8960,0.0024
6248,0.8854,0.8796,-0.0058
6249,0.8942,0.9044,0.0102
6250,0.8542,0.8608,0.0066
6251,0.8624,0.8784,0.0160
6252,0.8424,0.8766,0.0342
6253,0.9274,0.9236,-0.0038
6254,0.8458,0.8400,-0.0058
6255,0.8382,0.8426,0.0044
6256,0.8612,0.8668,0.0056
6257,0.9136,0.9124,-0.0012
6258,0.8398,0.8188,-0.0210
6259,0.8696,0.8938,0.0242
6260,0.9452,0.9372,-0.0080
6261,0.8980,0.8944,-0.0036
6262,0.8678,0.8786,0.0108
6263,0.8230,0.8732,0.0502
6264,0.8276,0.8072,-0.0204
6265,0.9644,0.9742,0.0098
6266,0.8472,0.8456,-0.0016
6267,0.8814,0.8856,0.0042
6268,0.8312,0.8336,0.0024
6269,0.8744,0.8858,0.0114
6270,0.9220,0.8942,-0.0278
6271,0.9010,0.9200,0.0190
6272,0.9044,0.9190,0.0146
6273,0.8430,0.8518,0.0088
6274,0.8280,0.8206,-0.0074
6275,0.8868,0.8758,-0.0110
6276,0.8624,0.8572,-0.0052
6277,0.8982,0.8728,-0.0254
6278,0.9528,0.9436,-0.0092
6279,0.8976,0.8880,-0.0096
6280,0.8406,0.8324,-0.0082
6281,0.9222,0.9070,-0.0152
6282,0.8364,0.8334,-0.0030
6283,0.9424,0.9376,-0.0048
6284,0.8312,0.8662,0.0350
6285,0.8396,0.8776,0.0380
6286,0.8776,0.8564,-0.0212
6287,0.8806,0.8702,-0.0104
6288,0.8800,0.8834,0.0034
6289,0.8812,0.8572,-0.0240
6290,0.8774,0.8722,-0.0052
6291,0.8930,0.8346,-0.0584
6292,0.8390,0.8388,-0.0002
6293,0.9150,0.8892,-0.0258
6294,0.8470,0.8842,0.0372
6295,0.9230,0.8894,-0.0336
6296,0.9502,0.9448,-0.0054
6297,0.9208,0.9112,-0.0096
6298,0.9194,0.9178,-0.0016
6299,0.8632,0.8542,-0.0090
6300,0.8870,0.8842,-0.0028
6301,0.9182,0.9146,-0.0036
6302,0.8688,0.8756,0.0068
6303,0.9026,0.8974,-0.0052
6304,0.8876,0.8956,0.0080
6305,0.8514,0.8646,0.0132
6306,0.8110,0.8022,-0.0088
6307,0.9176,0.9340,0.0164
6308,0.8770,0.8804,0.0034
6309,0.8980,0.9082,0.0102
6310,0.8362,0.8420,0.0058
6311,0.8984,0.8764,-0.0220
6312,0.9256,0.9334,0.0078
6313,0.8726,0.9012,0.0286
6314,0.8510,0.8474,-0.0036
6315,0.8692,0.8700,0.0008
6316,0.8292,0.8168,-0.0124
6317,0.8718,0.8756,0.0038
6318,0.8490,0.8674,0.0184
6319,0.8790,0.8996,0.0206
6320,0.9450,0.9386,-0.0064
6321,0.9232,0.9460,0.0228
6322,0.8928,0.9176,0.0248
6323,0.9144,0.9250,0.0106
6324,0.9374,0.9158,-0.0216
6325,0.8744,0.8516,-0.0228
6326,0.8364,0.8254,-0.0110
6327,0.9066,0.9206,0.0140
6328,0.8904,0.9000,0.0096
6329,0.9048,0.9096,0.0048
6330,0.8640,0.8618,-0.0022
6331,0.9014,0.8882,-0.0132
6332,0.8796,0.8644,-0.0152
6333,0.8984,0.8950,-0.0034
6334,0.8874,0.9098,0.0224
6335,0.8554,0.8578,0.0024
6336,0.8722,0.8718,-0.0004
6337,0.8962,0.9012,0.0050
6338,0.9012,0.8996,-0.0016
6339,0.8736,0.8610,-0.0126
6340,0.8632,0.8564,-0.0068
6341,0.8524,0.8608,0.0084
6342,0.9450,0.9360,-0.0090
6343,0.8536,0.8504,-0.0032
6344,0.9204,0.9292,0.0088
6345,0.9024,0.8924,-0.0100
6346,0.9078,0.9024,-0.0054
6347,0.8892,0.8706,-0.0186
6348,0.9752,0.9760,0.0008
6349,0.8858,0.8668,-0.0190
6350,0.8892,0.8926,0.0034
6351,0.8758,0.8744,-0.0014
6352,0.8816,0.8886,0.0070
6353,0.8344,0.8456,0.0112
6354,0.9442,0.9270,-0.0172
6355,0.8912,0.9010,0.0098
6356,0.8820,0.8794,-0.0026
6357,0.8612,0.8872,0.0260
6358,0.8818,0.8814,-0.0004
6359,0.8966,0.8840,-0.0126
6360,0.8862,0.8996,0.0134
6361,0.8826,0.9020,0.0194
6362,0.9240,0.9196,-0.0044
6363,0.8894,0.8932,0.0038
6364,0.9052,0.9100,0.0048
6365,0.8420,0.8750,0.0330
6366,0.8800,0.8688,-0.0112
6367,0.8946,0.8712,-0.0234
6368,0.9070,0.9070,0.0000
6369,0.9008,0.9052,0.0044
6370,0.8668,0.8842,0.0174
6371,0.8848,0.9100,0.0252
6372,0.7892,0.7944,0.0052
6373,0.8788,0.8852,0.0064
6374,0.9154,0.9160,0.0006
6375,0.9310,0.9586,0.0276
6376,0.8584,0.8440,-0.0144
6377,0.8868,0.8610,-0.0258
6378,0.9198,0.9202,0.0004
6379,0.9252,0.9132,-0.0120
6380,0.8810,0.8496,-0.0314
6381,0.9280,0.9106,-0.0174
6382,0.8374,0.8444,0.0070
6383,0.9108,0.9140,0.0032
6384,0.8890,0.8930,0.0040
6385,0.8402,0.8530,0.0128
6386,0.8550,0.8650,0.0100
6387,0.9386,0.9104,-0.0282
6388,0.8692,0.8720,0.0028
6389,0.9290,0.9316,0.0026
6390,0.9144,0.9140,-0.0004
6391,0.8832,0.8874,0.0042
6392,0.8714,0.8554,-0.0160
6393,0.8978,0.8930,-0.0048
6394,0.9068,0.9076,0.0008
6395,0.8802,0.8708,-0.0094
6396,0.8898,0.8834,-0.0064
6397,0.8660,0.8252,-0.0408
6398,0.8672,0.8822,0.0150
6399,0.9248,0.9074,-0.0174
6400,0.9344,0.9260,-0.0084
6401,0.9246,0.9176,-0.0070
6402,0.8848,0.9256,0.0408
6403,0.9768,0.9486,-0.0282
6404,0.8424,0.8316,-0.0108
6405,0.9306,0.9330,0.0024
6406,0.9542,0.9526,-0.0016
6407,0.9558,0.9526,-0.0032
6408,0.8350,0.8770,0.0420
6409,0.8860,0.9020,0.0160
6410,0.8724,0.8780,0.0056
6411,0.8566,0.8490,-0.0076
6412,0.8546,0.8584,0.0038
6413,0.9050,0.9118,0.0068
6414,0.8980,0.8964,-0.0016
6415,0.8970,0.9052,0.0082
6416,0.8948,0.8972,0.0024
6417,0.8746,0.8572,-0.0174
6418,0.9104,0.9094,-0.0010
6419,0.9074,0.9074,0.0000
6420,0.8450,0.8440,-0.0010
6421,0.8494,0.8892,0.0398
6422,0.8894,0.8982,0.0088
6423,0.8696,0.8670,-0.0026
6424,0.9022,0.8930,-0.0092
6425,0.8430,0.8616,0.0186
6426,0.9014,0.8756,-0.0258
6427,0.9152,0.9316,0.0164
6428,0.8544,0.8862,0.0318
6429,0.8670,0.8650,-0.0020
6430,0.9198,0.9078,-0.0120
6431,0.7992,0.8162,0.0170
6432,0.9174,0.9142,-0.0032
6433,0.9340,0.9490,0.0150
6434,0.9290,0.9364,0.0074
6435,0.9180,0.9256,0.0076
6436,0.9260,0.9246,-0.0014
6437,0.9326,0.9108,-0.0218
6438,0.8756,0.8716,-0.0040
6439,0.8316,0.8200,-0.0116
6440,0.9046,0.8878,-0.0168
6441,0.8888,0.8988,0.0100
6442,0.9004,0.9012,0.0008
6443,0.7782,0.8234,0.0452
6444,0.8374,0.8720,0.0346
6445,0.8890,0.8846,-0.0044
6446,0.8662,0.8566,-0.0096
6447,0.8502,0.8470,-0.0032
6448,0.8846,0.8992,0.0146
6449,0.8746,0.8622,-0.0124
6450,0.8830,0.8974,0.0144
6451,0.8610,0.8636,0.0026
6452,0.8354,0.8356,0.0002
6453,0.8660,0.8522,-0.0138
6454,0.8612,0.8848,0.0236
6455,0.8810,0.9066,0.0256
6456,0.9170,0.8980,-0.0190
6457,0.9112,0.9084,-0.0028
6458,0.8968,0.8854,-0.0114
6459,0.8746,0.8886,0.0140
6460,0.8310,0.8654,0.0344
6461,0.9480,0.9074,-0.0406
6462,0.8212,0.8292,0.0080
6463,0.8916,0.8860,-0.0056
6464,0.9178,0.9122,-0.0056
6465,0.9486,0.9528,0.0042
6466,0.9508,0.9414,-0.0094
6467,0.8860,0.9014,0.0154
6468,0.9166,0.8916,-0.0250
6469,0.8868,0.8902,0.0034
6470,0.8764,0.8538,-0.0226
6471,0.8258,0.8398,0.0140
6472,0.9518,0.9340,-0.0178
6473,0.9478,0.9530,0.0052
6474,0.9060,0.9072,0.0012
6475,0.8826,0.9008,0.0182
6476,0.8660,0.8902,0.0242
