window_start,window_end,frozen_auc,incr_auc,periodic_auc
503650,503700,0.7582,0.9269999999999999,0.9306
503700,503750,0.607,0.8692000000000001,0.8692
503750,503800,0.5569999999999999,0.8566,0.8766
503800,503850,0.6300000000000001,0.8768000000000001,0.8899999999999999
503850,503900,0.5883999999999999,0.9012,0.904
503900,503950,0.6428,0.8652,0.8692000000000001
503950,504000,0.6646000000000001,0.9002,0.9042000000000001
504000,504050,0.7046,0.9528,0.9391999999999999
504050,504100,0.6855999999999999,0.9004,0.9144
504100,504150,0.5524,0.9159999999999999,0.9228
504150,504200,0.5987999999999999,0.8874,0.8917999999999999
504200,504250,0.6305999999999999,0.8817999999999999,0.871
504250,504300,0.6811999999999999,0.8965999999999998,0.8938
504300,504350,0.6671999999999999,0.9093999999999999,0.9154
504350,504400,0.5780000000000001,0.8632,0.8416
504400,504450,0.6122000000000001,0.8864,0.8988
504450,504500,0.5446000000000001,0.8842000000000001,0.8902
504500,504550,0.5519999999999999,0.8798,0.8838
504550,504600,0.5914,0.9352,0.9468000000000001
504600,504650,0.5458,0.9384000000000001,0.9432
504650,504700,0.48360000000000003,0.8278,0.8365999999999999
504700,504750,0.6138,0.9242,0.9186000000000001
504750,504800,0.6602,0.8755999999999999,0.8624
504800,504850,0.5837999999999999,0.9338000000000001,0.9414
504850,504900,0.5524,0.8706,0.8797999999999999
504900,504950,0.6176,0.916,0.9112
504950,505000,0.58,0.9724,0.9720000000000001
505000,505050,0.6492,0.9708000000000001,0.98
505050,505100,0.5137999999999999,0.9674,0.9622
505100,505150,0.667,0.9354000000000001,0.9354
505150,505200,0.5892000000000001,0.9904,0.9964
505200,505250,0.6103999999999999,0.9788,0.98
505250,505300,0.6164,0.997,0.997
505300,505350,0.6084,0.9512,0.9316
505350,505400,0.5968,0.8982,0.8906
505400,505450,0.6152,0.8331999999999999,0.8195999999999999
505450,505500,0.5706,0.878,0.8703999999999998
505500,505550,0.5444,0.8738,0.8742000000000001
505550,505600,0.5196000000000001,0.8744000000000001,0.8536
505600,505650,0.6456000000000001,0.9192,0.9028
505650,505700,0.7552,0.9696,0.9551999999999999
505700,505750,0.6607999999999999,0.9036,0.8967999999999999
505750,505800,0.6308,0.8273999999999998,0.815
505800,505850,0.6686,0.8951999999999999,0.9248000000000001
505850,505900,0.5626,0.8278,0.8358
505900,505950,0.5986,0.8512,0.8616
505950,506000,0.6782,0.9538,0.9426
506000,506050,0.5558,0.8314,0.827
506050,506100,0.556,0.88,0.8620000000000001
506100,506150,0.5556,0.9029999999999999,0.8878000000000001
506150,506200,0.6354,0.857,0.8486
506200,506250,0.6634,0.9181999999999999,0.9098
506250,506300,0.47440000000000004,0.5516,0.5676
506300,506350,0.5614,0.6648,0.6839999999999999
506350,506400,0.5601999999999999,0.6542,0.6557999999999999
506400,506450,0.5246,0.7426,0.7373999999999999
506450,506500,0.6122,0.724,0.6876000000000001
506500,506550,0.471,0.5986,0.6125999999999999
506550,506600,0.6478,0.8946,0.8937999999999999
506600,506650,0.6125999999999999,0.8784000000000001,0.8836
506650,506700,0.5692,0.8698000000000001,0.889
506700,506750,0.521,0.7168000000000001,0.6948
506750,506800,0.41979999999999995,0.4688,0.4684
506800,506850,0.4096,0.5398000000000001,0.5594
506850,506900,0.5188,0.6138,0.6058000000000001
506900,506950,0.4672,0.5398,0.5394
506950,507000,0.5028,0.5802,0.5818
507000,507050,0.45239999999999997,0.5192,0.5055999999999999
507050,507100,0.5202,0.6345999999999999,0.6558
507100,507150,0.4798,0.5638000000000001,0.6058
507150,507200,0.4845999999999999,0.512,0.51
507200,507250,0.4458,0.4514,0.4334
507250,507300,0.47559999999999997,0.4850000000000001,0.489
507300,507350,0.4646,0.5466000000000001,0.5426000000000001
507350,507400,0.48260000000000003,0.5252,0.5176000000000001
507400,507450,0.5486,0.6902,0.7046
507450,507500,0.45419999999999994,0.46640000000000004,0.4644
507500,507550,0.5426,0.5352,0.5464000000000001
507550,507600,0.43640000000000007,0.5498000000000001,0.5630000000000001
507600,507650,0.4633999999999999,0.4888,0.49799999999999994
507650,507700,0.48440000000000005,0.626,0.6056
507700,507750,0.4851999999999999,0.5234000000000001,0.5442
507750,507800,0.5065999999999999,0.5298,0.5362
507800,507850,0.46719999999999995,0.4922,0.475
507850,507900,0.4266,0.5676,0.5372
507900,507950,0.46879999999999994,0.5908,0.5948
507950,508000,0.47980000000000006,0.6244000000000001,0.6219999999999999
508000,508050,0.4488,0.5414,0.5526
508050,508100,0.5359999999999999,0.6426000000000001,0.6574
508100,508150,0.44920000000000004,0.629,0.6506000000000001
508150,508200,0.4744,0.5660000000000001,0.5604
508200,508250,0.5598000000000001,0.693,0.7206
508250,508300,0.5476000000000001,0.7002,0.7066
508300,508350,0.5276,0.6507999999999999,0.6624
508350,508400,0.5254,0.612,0.6075999999999999
508400,508450,0.4677999999999999,0.6252,0.618
508450,508500,0.4962,0.6567999999999999,0.6576000000000001
508500,508550,0.47700000000000004,0.5952,0.592
508550,508600,0.4832,0.5558000000000001,0.5978000000000001
